nodes;RANDOM_MAX;iterations;total_time;average_time;average_time_insert;average_time_search;average_time_delete;total_time_insert;total_time_search;total_time_delete;Olog(n);type
295000;1000000;10;8349.285000;834.928500;289.917500;268.917400;276.093600;2899.175000;2689.174000;2760.936000;5.469822;random
300000;1000000;10;8431.579000;843.157900;289.580200;273.197900;280.379800;2895.802000;2731.979000;2803.798000;5.477121;random
305000;1000000;10;8558.440000;855.844000;298.117500;274.112900;283.613600;2981.175000;2741.129000;2836.136000;5.484300;random
310000;1000000;10;8856.477000;885.647700;305.524300;283.201200;296.922200;3055.243000;2832.012000;2969.222000;5.491362;random
315000;1000000;10;9009.093000;900.909300;311.073100;289.248600;300.587600;3110.731000;2892.486000;3005.876000;5.498311;random
320000;1000000;10;9213.899000;921.389900;318.817000;294.261800;308.311100;3188.170000;2942.618000;3083.111000;5.505150;random
325000;1000000;10;9404.652000;940.465200;326.792100;296.592600;317.080500;3267.921000;2965.926000;3170.805000;5.511883;random
330000;1000000;10;9493.747000;949.374700;329.696500;301.781000;317.897200;3296.965000;3017.810000;3178.972000;5.518514;random
335000;1000000;10;9597.176000;959.717600;330.768500;308.557600;320.391500;3307.685000;3085.576000;3203.915000;5.525045;random
340000;1000000;10;9735.806000;973.580600;335.055500;314.242600;324.282500;3350.555000;3142.426000;3242.825000;5.531479;random
345000;1000000;10;10667.624000;1066.762400;367.581500;326.806500;372.374400;3675.815000;3268.065000;3723.744000;5.537819;random
350000;1000000;10;12189.881000;1218.988100;416.572500;381.825400;420.590200;4165.725000;3818.254000;4205.902000;5.544068;random
355000;1000000;10;11388.809000;1138.880900;398.434400;359.205300;381.241200;3984.344000;3592.053000;3812.412000;5.550228;random
360000;1000000;10;11956.315000;1195.631500;403.678400;372.040700;419.912400;4036.784000;3720.407000;4199.124000;5.556303;random
365000;1000000;10;12805.392000;1280.539200;455.696900;394.488600;430.353700;4556.969000;3944.886000;4303.537000;5.562293;random
370000;1000000;10;12882.563000;1288.256300;449.989400;398.588000;439.678900;4499.894000;3985.880000;4396.789000;5.568202;random
375000;1000000;10;12482.895000;1248.289500;407.617700;407.240700;433.431100;4076.177000;4072.407000;4334.311000;5.574031;random
380000;1000000;10;12030.073000;1203.007300;397.678300;383.449300;421.879700;3976.783000;3834.493000;4218.797000;5.579783;random
385000;1000000;10;12370.659000;1237.065900;422.455500;407.253500;407.356900;4224.555000;4072.535000;4073.569000;5.585461;random
390000;1000000;10;12882.450000;1288.245000;444.351600;412.816400;431.077000;4443.516000;4128.164000;4310.770000;5.591064;random
395000;1000000;10;11840.655000;1184.065500;406.677700;380.041900;397.345900;4066.777000;3800.419000;3973.459000;5.596597;random
400000;1000000;10;12123.719000;1212.371900;413.864100;383.751600;414.756200;4138.641000;3837.516000;4147.562000;5.602060;random
405000;1000000;10;12321.780000;1232.178000;424.623000;392.045900;415.509100;4246.230000;3920.459000;4155.091000;5.607455;random
410000;1000000;10;12304.269000;1230.426900;424.999500;390.366700;415.060700;4249.995000;3903.667000;4150.607000;5.612784;random
415000;1000000;10;13577.794000;1357.779400;475.076200;422.817700;459.885500;4750.762000;4228.177000;4598.855000;5.618048;random
420000;1000000;10;13279.418000;1327.941800;453.041400;421.469400;453.431000;4530.414000;4214.694000;4534.310000;5.623250;random
425000;1000000;10;13095.254000;1309.525400;450.582900;416.892600;442.049900;4505.829000;4168.926000;4420.499000;5.628389;random
430000;1000000;10;13107.552000;1310.755200;451.612500;417.252000;441.890700;4516.125000;4172.520000;4418.907000;5.633469;random
435000;1000000;10;13972.462000;1397.246200;484.749300;428.102100;484.394800;4847.493000;4281.021000;4843.948000;5.638489;random
440000;1000000;10;14148.895000;1414.889500;486.487300;453.517200;474.885000;4864.873000;4535.172000;4748.850000;5.643453;random
445000;1000000;10;14245.740000;1424.574000;488.554100;447.171200;488.848700;4885.541000;4471.712000;4888.487000;5.648360;random
450000;1000000;10;14318.572000;1431.857200;480.076300;474.915900;476.865000;4800.763000;4749.159000;4768.650000;5.653213;random
455000;1000000;10;14474.065000;1447.406500;500.530100;465.974600;480.901800;5005.301000;4659.746000;4809.018000;5.658011;random
460000;1000000;10;14691.307000;1469.130700;497.382300;481.911700;489.836700;4973.823000;4819.117000;4898.367000;5.662758;random
465000;1000000;10;14585.337000;1458.533700;499.293200;464.187700;495.052800;4992.932000;4641.877000;4950.528000;5.667453;random
470000;1000000;10;15259.216000;1525.921600;516.133900;478.283300;531.504400;5161.339000;4782.833000;5315.044000;5.672098;random
475000;1000000;10;15468.402000;1546.840200;532.761100;491.588700;522.490400;5327.611000;4915.887000;5224.904000;5.676693;random
480000;1000000;10;15305.164000;1530.516400;529.352600;490.298800;510.865000;5293.526000;4902.988000;5108.650000;5.681241;random
485000;1000000;10;16969.955000;1696.995500;589.783600;538.139700;569.072200;5897.836000;5381.397000;5690.722000;5.685742;random
490000;1000000;10;15791.684000;1579.168400;536.925800;509.982800;532.259800;5369.258000;5099.828000;5322.598000;5.690196;random
495000;1000000;10;16739.120000;1673.912000;576.361500;541.687200;555.863300;5763.615000;5416.872000;5558.633000;5.694605;random
500000;1000000;10;16955.174000;1695.517400;586.771100;537.731200;571.015100;5867.711000;5377.312000;5710.151000;5.698970;random
505000;1000000;10;17757.188000;1775.718800;618.746400;569.916200;587.056200;6187.464000;5699.162000;5870.562000;5.703291;random
510000;1000000;10;17130.308000;1713.030800;583.491500;548.924500;580.614800;5834.915000;5489.245000;5806.148000;5.707570;random
515000;1000000;10;17073.195000;1707.319500;591.618600;543.859800;571.841100;5916.186000;5438.598000;5718.411000;5.711807;random
520000;1000000;10;18178.196000;1817.819600;631.849800;583.802200;602.167600;6318.498000;5838.022000;6021.676000;5.716003;random
525000;1000000;10;18481.671000;1848.167100;618.685900;608.397900;621.083300;6186.859000;6083.979000;6210.833000;5.720160;random
530000;1000000;10;17902.261000;1790.226100;614.002700;571.107400;605.116000;6140.027000;5711.074000;6051.160000;5.724276;random
535000;1000000;10;18081.396000;1808.139600;616.690200;584.847200;606.602200;6166.902000;5848.472000;6066.022000;5.728354;random
540000;1000000;10;17724.636000;1772.463600;603.078900;578.951400;590.433300;6030.789000;5789.514000;5904.333000;5.732394;random
545000;1000000;10;17804.532000;1780.453200;615.339900;572.056300;593.057000;6153.399000;5720.563000;5930.570000;5.736396;random
550000;1000000;10;17944.633000;1794.463300;617.816800;576.658400;599.988100;6178.168000;5766.584000;5999.881000;5.740363;random
555000;1000000;10;18192.535000;1819.253500;623.746700;585.960500;609.546300;6237.467000;5859.605000;6095.463000;5.744293;random
560000;1000000;10;19890.589000;1989.058900;673.145500;646.219900;669.693500;6731.455000;6462.199000;6696.935000;5.748188;random
565000;1000000;10;20173.774000;2017.377400;690.136700;642.760000;684.480700;6901.367000;6427.600000;6844.807000;5.752048;random
570000;1000000;10;19486.117000;1948.611700;671.754600;621.017600;655.839500;6717.546000;6210.176000;6558.395000;5.755875;random
575000;1000000;10;20620.428000;2062.042800;714.791700;655.461100;691.790000;7147.917000;6554.611000;6917.900000;5.759668;random
580000;1000000;10;19331.620000;1933.162000;661.779800;614.405600;656.976600;6617.798000;6144.056000;6569.766000;5.763428;random
585000;1000000;10;21068.330000;2106.833000;735.838700;667.458800;703.535500;7358.387000;6674.588000;7035.355000;5.767156;random
590000;1000000;10;19975.123000;1997.512300;686.171100;639.783300;671.557900;6861.711000;6397.833000;6715.579000;5.770852;random
595000;1000000;10;19964.176000;1996.417600;687.964400;630.436200;678.017000;6879.644000;6304.362000;6780.170000;5.774517;random
600000;1000000;10;20345.618000;2034.561800;698.751000;647.667700;688.143100;6987.510000;6476.677000;6881.431000;5.778151;random
605000;1000000;10;20499.163000;2049.916300;704.900200;651.628900;693.387200;7049.002000;6516.289000;6933.872000;5.781755;random
610000;1000000;10;20676.649000;2067.664900;710.825100;655.263000;701.576800;7108.251000;6552.630000;7015.768000;5.785330;random
615000;1000000;10;20844.071000;2084.407100;717.258000;661.065200;706.083900;7172.580000;6610.652000;7060.839000;5.788875;random
620000;1000000;10;20963.574000;2096.357400;720.781600;667.807700;707.768100;7207.816000;6678.077000;7077.681000;5.792392;random
625000;1000000;10;21673.362000;2167.336200;753.388400;675.821800;738.126000;7533.884000;6758.218000;7381.260000;5.795880;random
630000;1000000;10;21223.788000;2122.378800;730.182500;672.827400;719.368900;7301.825000;6728.274000;7193.689000;5.799341;random
635000;1000000;10;21558.384000;2155.838400;749.174200;677.963200;728.701000;7491.742000;6779.632000;7287.010000;5.802774;random
640000;1000000;10;21600.149000;2160.014900;746.354000;685.885000;727.775900;7463.540000;6858.850000;7277.759000;5.806180;random
645000;1000000;10;22029.035000;2202.903500;759.940800;702.518500;740.444200;7599.408000;7025.185000;7404.442000;5.809560;random
650000;1000000;10;22038.173000;2203.817300;763.325800;701.051600;739.439900;7633.258000;7010.516000;7394.399000;5.812913;random
655000;1000000;10;22262.578000;2226.257800;768.943600;706.900800;750.413400;7689.436000;7069.008000;7504.134000;5.816241;random
660000;1000000;10;22458.618000;2245.861800;774.695700;713.175300;757.990800;7746.957000;7131.753000;7579.908000;5.819544;random
665000;1000000;10;22717.460000;2271.746000;782.829400;719.823600;769.093000;7828.294000;7198.236000;7690.930000;5.822822;random
670000;1000000;10;23740.784000;2374.078400;817.322800;737.606200;819.149400;8173.228000;7376.062000;8191.494000;5.826075;random
675000;1000000;10;25972.624000;2597.262400;911.383100;790.410600;895.468700;9113.831000;7904.106000;8954.687000;5.829304;random
680000;1000000;10;24595.189000;2459.518900;880.140200;773.124600;806.254100;8801.402000;7731.246000;8062.541000;5.832509;random
685000;1000000;10;24462.343000;2446.234300;839.019600;787.654500;819.560200;8390.196000;7876.545000;8195.602000;5.835690;random
690000;1000000;10;24286.568000;2428.656800;819.602200;767.396800;841.657800;8196.022000;7673.968000;8416.578000;5.838849;random
695000;1000000;10;25710.384000;2571.038400;890.421300;810.854400;869.762700;8904.213000;8108.544000;8697.627000;5.841985;random
700000;1000000;10;24552.088000;2455.208800;840.102800;776.050700;839.055300;8401.028000;7760.507000;8390.553000;5.845098;random
705000;1000000;10;26819.972000;2681.997200;904.559400;846.225700;931.212100;9045.594000;8462.257000;9312.121000;5.848189;random
710000;1000000;10;26241.443000;2624.144300;898.336900;840.207100;885.600300;8983.369000;8402.071000;8856.003000;5.851258;random
715000;1000000;10;26071.791000;2607.179100;878.717000;834.350700;894.111400;8787.170000;8343.507000;8941.114000;5.854306;random
720000;1000000;10;27461.699000;2746.169900;932.729800;881.119200;932.320900;9327.298000;8811.192000;9323.209000;5.857333;random
725000;1000000;10;25787.680000;2578.768000;880.513600;828.649400;869.605000;8805.136000;8286.494000;8696.050000;5.860338;random
730000;1000000;10;25810.738000;2581.073800;875.277900;827.516200;878.279700;8752.779000;8275.162000;8782.797000;5.863323;random
735000;1000000;10;25958.753000;2595.875300;891.846200;821.534500;882.494600;8918.462000;8215.345000;8824.946000;5.866287;random
740000;1000000;10;27081.988000;2708.198800;928.166200;871.810100;908.222500;9281.662000;8718.101000;9082.225000;5.869232;random
745000;1000000;10;26709.582000;2670.958200;918.599400;851.436300;900.922500;9185.994000;8514.363000;9009.225000;5.872156;random
750000;1000000;10;27227.244000;2722.724400;946.614200;853.166300;922.943900;9466.142000;8531.663000;9229.439000;5.875061;random
755000;1000000;10;27346.393000;2734.639300;942.382300;870.467500;921.789500;9423.823000;8704.675000;9217.895000;5.877947;random
760000;1000000;10;28210.976000;2821.097600;972.176400;893.217000;955.704200;9721.764000;8932.170000;9557.042000;5.880814;random
765000;1000000;10;28122.118000;2812.211800;969.417100;877.200100;965.594600;9694.171000;8772.001000;9655.946000;5.883661;random
770000;1000000;10;26813.937000;2681.393700;918.298300;841.317700;921.777700;9182.983000;8413.177000;9217.777000;5.886491;random
775000;1000000;10;29375.174000;2937.517400;982.511100;948.286100;1006.720200;9825.111000;9482.861000;10067.202000;5.889302;random
780000;1000000;10;29560.259000;2956.025900;1007.308800;946.999400;1001.717700;10073.088000;9469.994000;10017.177000;5.892095;random
785000;1000000;10;29924.194000;2992.419400;1024.042000;953.761900;1014.615500;10240.420000;9537.619000;10146.155000;5.894870;random
790000;1000000;10;29538.900000;2953.890000;996.887600;949.639400;1007.363000;9968.876000;9496.394000;10073.630000;5.897627;random
795000;1000000;10;30791.423000;3079.142300;1057.829500;987.838700;1033.474100;10578.295000;9878.387000;10334.741000;5.900367;random
800000;1000000;10;30901.669000;3090.166900;1053.672300;984.665400;1051.829200;10536.723000;9846.654000;10518.292000;5.903090;random
805000;1000000;10;29860.823000;2986.082300;1019.683900;931.960600;1034.437800;10196.839000;9319.606000;10344.378000;5.905796;random
810000;1000000;10;30568.018000;3056.801800;1042.203600;967.669500;1046.928700;10422.036000;9676.695000;10469.287000;5.908485;random
815000;1000000;10;29376.420000;2937.642000;1006.416700;929.673300;1001.552000;10064.167000;9296.733000;10015.520000;5.911158;random
820000;1000000;10;29816.624000;2981.662400;1045.525700;937.313700;998.823000;10455.257000;9373.137000;9988.230000;5.913814;random
825000;1000000;10;28951.899000;2895.189900;989.366100;915.759400;990.064400;9893.661000;9157.594000;9900.644000;5.916454;random
830000;1000000;10;28978.635000;2897.863500;992.111900;917.605900;988.145700;9921.119000;9176.059000;9881.457000;5.919078;random
835000;1000000;10;29140.995000;2914.099500;999.190200;921.970600;992.938700;9991.902000;9219.706000;9929.387000;5.921687;random
840000;1000000;10;29269.462000;2926.946200;998.664100;930.460100;997.822000;9986.641000;9304.601000;9978.220000;5.924279;random
845000;1000000;10;29868.957000;2986.895700;1025.311300;945.302100;1016.282300;10253.113000;9453.021000;10162.823000;5.926857;random
850000;1000000;10;29752.735000;2975.273500;1024.635300;941.630300;1009.007900;10246.353000;9416.303000;10090.079000;5.929419;random
855000;1000000;10;30371.249000;3037.124900;1041.697000;959.713100;1035.714800;10416.970000;9597.131000;10357.148000;5.931966;random
860000;1000000;10;30408.556000;3040.855600;1042.907300;961.334800;1036.613500;10429.073000;9613.348000;10366.135000;5.934498;random
865000;1000000;10;30574.329000;3057.432900;1045.562900;970.737600;1041.132400;10455.629000;9707.376000;10411.324000;5.937016;random
870000;1000000;10;30963.676000;3096.367600;1054.953800;984.484200;1056.929600;10549.538000;9844.842000;10569.296000;5.939519;random
875000;1000000;10;31907.599000;3190.759900;1094.901900;1007.202500;1088.655500;10949.019000;10072.025000;10886.555000;5.942008;random
880000;1000000;10;32104.312000;3210.431200;1098.155500;1015.662300;1096.613400;10981.555000;10156.623000;10966.134000;5.944483;random
885000;1000000;10;32323.329000;3232.332900;1105.442000;1023.766000;1103.124900;11054.420000;10237.660000;11031.249000;5.946943;random
890000;1000000;10;32646.209000;3264.620900;1119.466100;1033.901300;1111.253500;11194.661000;10339.013000;11112.535000;5.949390;random
895000;1000000;10;32610.114000;3261.011400;1118.179600;1034.399100;1108.432700;11181.796000;10343.991000;11084.327000;5.951823;random
900000;1000000;10;33070.099000;3307.009900;1137.288000;1045.743600;1123.978300;11372.880000;10457.436000;11239.783000;5.954243;random
905000;1000000;10;32965.385000;3296.538500;1128.616600;1041.793800;1126.128100;11286.166000;10417.938000;11261.281000;5.956649;random
910000;1000000;10;33426.650000;3342.665000;1142.456600;1056.446000;1143.762400;11424.566000;10564.460000;11437.624000;5.959042;random
915000;1000000;10;33642.224000;3364.222400;1152.796100;1067.242700;1144.183600;11527.961000;10672.427000;11441.836000;5.961421;random
920000;1000000;10;33861.226000;3386.122600;1162.692300;1072.294200;1151.136100;11626.923000;10722.942000;11511.361000;5.963788;random
925000;1000000;10;34330.546000;3433.054600;1181.829900;1082.633900;1168.590800;11818.299000;10826.339000;11685.908000;5.966142;random
930000;1000000;10;34282.904000;3428.290400;1174.091700;1086.313700;1167.885000;11740.917000;10863.137000;11678.850000;5.968483;random
935000;1000000;10;34342.439000;3434.243900;1176.390900;1085.824400;1172.028600;11763.909000;10858.244000;11720.286000;5.970812;random
940000;1000000;10;34698.943000;3469.894300;1188.907700;1095.804300;1185.182300;11889.077000;10958.043000;11851.823000;5.973128;random
945000;1000000;10;34765.516000;3476.551600;1188.067600;1101.567900;1186.916100;11880.676000;11015.679000;11869.161000;5.975432;random
950000;1000000;10;35302.254000;3530.225400;1212.507600;1118.692600;1199.025200;12125.076000;11186.926000;11990.252000;5.977724;random
955000;1000000;10;35324.410000;3532.441000;1210.865800;1119.137800;1202.437400;12108.658000;11191.378000;12024.374000;5.980003;random
960000;1000000;10;35252.169000;3525.216900;1210.692400;1114.724100;1199.800400;12106.924000;11147.241000;11998.004000;5.982271;random
965000;1000000;10;34174.869000;3417.486900;1171.029600;1084.067900;1162.389400;11710.296000;10840.679000;11623.894000;5.984528;random
970000;1000000;10;34178.421000;3417.842100;1171.282300;1082.406000;1164.153800;11712.823000;10824.060000;11641.538000;5.986772;random
975000;1000000;10;34361.689000;3436.168900;1177.885600;1089.416800;1168.866500;11778.856000;10894.168000;11688.665000;5.989005;random
980000;1000000;10;34882.416000;3488.241600;1194.183800;1103.166000;1190.891800;11941.838000;11031.660000;11908.918000;5.991226;random
985000;1000000;10;34686.264000;3468.626400;1188.187800;1100.760700;1179.677900;11881.878000;11007.607000;11796.779000;5.993436;random
990000;1000000;10;35003.004000;3500.300400;1199.543900;1110.313700;1190.442800;11995.439000;11103.137000;11904.428000;5.995635;random
995000;1000000;10;35118.457000;3511.845700;1204.288000;1112.111000;1195.446700;12042.880000;11121.110000;11954.467000;5.997823;random
1000000;1000000;10;35344.550000;3534.455000;1212.060500;1118.669800;1203.724700;12120.605000;11186.698000;12037.247000;6.000000;random
10000;1000000;10;95.694000;9.569400;4.090900;2.677800;2.800700;40.909000;26.778000;28.007000;4.000000;sorted
15000;1000000;10;148.698000;14.869800;6.129100;4.195900;4.544800;61.291000;41.959000;45.448000;4.176091;sorted
20000;1000000;10;142.380000;14.238000;5.796800;4.363800;4.077400;57.968000;43.638000;40.774000;4.301030;sorted
25000;1000000;10;172.435000;17.243500;7.549900;5.368600;4.325000;75.499000;53.686000;43.250000;4.397940;sorted
30000;1000000;10;216.234000;21.623400;9.361800;6.350500;5.911100;93.618000;63.505000;59.111000;4.477121;sorted
35000;1000000;10;235.230000;23.523000;10.208200;7.021000;6.293800;102.082000;70.210000;62.938000;4.544068;sorted
40000;1000000;10;286.671000;28.667100;12.292600;8.605600;7.768900;122.926000;86.056000;77.689000;4.602060;sorted
45000;1000000;10;331.978000;33.197800;14.397200;9.446700;9.353900;143.972000;94.467000;93.539000;4.653213;sorted
50000;1000000;10;350.585000;35.058500;15.330500;10.453400;9.274600;153.305000;104.534000;92.746000;4.698970;sorted
55000;1000000;10;395.141000;39.514100;17.210300;11.940100;10.363700;172.103000;119.401000;103.637000;4.740363;sorted
60000;1000000;10;442.733000;44.273300;19.255600;13.242600;11.775100;192.556000;132.426000;117.751000;4.778152;sorted
65000;1000000;10;454.086000;45.408600;19.855500;13.668800;11.884300;198.555000;136.688000;118.843000;4.812913;sorted
70000;1000000;10;515.165000;51.516500;22.051500;15.600200;13.864800;220.515000;156.002000;138.648000;4.845098;sorted
75000;1000000;10;533.697000;53.369700;22.982400;15.923100;14.464200;229.824000;159.231000;144.642000;4.875061;sorted
80000;1000000;10;588.596000;58.859600;25.518600;17.696700;15.644300;255.186000;176.967000;156.443000;4.903090;sorted
85000;1000000;10;618.511000;61.851100;26.927500;18.332800;16.590800;269.275000;183.328000;165.908000;4.929419;sorted
90000;1000000;10;648.214000;64.821400;28.142400;19.085800;17.593200;281.424000;190.858000;175.932000;4.954243;sorted
95000;1000000;10;748.141000;74.814100;32.832400;21.159200;20.822500;328.324000;211.592000;208.225000;4.977724;sorted
100000;1000000;10;749.440000;74.944000;33.042100;21.480600;20.421300;330.421000;214.806000;204.213000;5.000000;sorted
105000;1000000;10;757.403000;75.740300;33.231800;21.889000;20.619500;332.318000;218.890000;206.195000;5.021189;sorted
110000;1000000;10;774.780000;77.478000;33.522600;22.703000;21.252400;335.226000;227.030000;212.524000;5.041393;sorted
115000;1000000;10;999.109000;99.910900;44.657300;28.483400;26.770200;446.573000;284.834000;267.702000;5.060698;sorted
120000;1000000;10;989.559000;98.955900;44.501400;28.440400;26.014100;445.014000;284.404000;260.141000;5.079181;sorted
125000;1000000;10;1059.755000;105.975500;47.576000;30.026000;28.373500;475.760000;300.260000;283.735000;5.096910;sorted
130000;1000000;10;1029.933000;102.993300;45.550500;29.594900;27.847900;455.505000;295.949000;278.479000;5.113944;sorted
135000;1000000;10;1108.045000;110.804500;49.700100;32.208700;28.895700;497.001000;322.087000;288.957000;5.130334;sorted
140000;1000000;10;1152.999000;115.299900;51.638700;33.110000;30.551200;516.387000;331.100000;305.512000;5.146128;sorted
145000;1000000;10;1180.913000;118.091300;52.496400;33.951100;31.643800;524.964000;339.511000;316.438000;5.161368;sorted
150000;1000000;10;1336.176000;133.617600;59.821800;37.975400;35.820400;598.218000;379.754000;358.204000;5.176091;sorted
155000;1000000;10;1287.191000;128.719100;57.105600;37.398200;34.215300;571.056000;373.982000;342.153000;5.190331;sorted
